Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
theory of mind	epistemic	know	n't	do	do	it	it	Mother	I do n't know is it ready	24
theory of mind	epistemic	know	n't	do	do	it	it	Mother	I do n't know is it ready	24
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know I think those are beets	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think we 're going to cooperate	28
theory of mind	epistemic	know	n't	did	do	I	I	Mother	well I did n't know did I	42
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well I do n't think there are any more fire engines	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where Grandma and Grandad are	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you 're saying	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they 'll hear us from this height	29
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know where I put this	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	69
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	27
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	27
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	27
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	does	do	Mummy	Mummy	Mother	but Mummy does n't know what to do	27
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	27
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where your drawing is	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why he says that	57
theory of mind	epistemic	remember	n't	do	do	I	I	Mother	I do n't remember that	57
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know we had any	57
theory of mind	epistemic	remember	n't	do	do	I	I	Target_Child	I do n't remember	57
theory of mind	epistemic	remember	n't	do	do	I	I	Target_Child	no I do n't remember	57
theory of mind	epistemic	know	n't	do	do	there	there	Target_Child	there 's something on here I do n't know	57
theory of mind	epistemic	know	n't	do	do	you	you	Child	you do n't know when my birthday is	57
theory of mind	epistemic	know	n't	do	do	I	I	Child	I do n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know that 's it	57
theory of mind	epistemic	know	n't	NONE	NONE	I	I	Target_Child	no just hide so I wo n't know	57
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know how to do that	57
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know where he is	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Sukie can get him	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where dolly's spoon is	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that 'll go on	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the giraffe can get in that way look	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what they belong to	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	oh I do n't think he 'll fit in there Becky	24
theory of mind	epistemic	know	n't	did	do	that	that	Mother	well that 's funny I did n't know it was a rocking chair	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	boy I do n't know what that is	30
theory of mind	epistemic	remember	not	do	do	you	you	Mother	you do not remember sitting in the car for a long trip	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	you do n't remember who we visited with I do	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know what kind of dinosaur that is	52
theory of mind	epistemic	think	n't	do	do	I	I	Mother	ooh I do n't think I can afford that dinosaur	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	you do n't remember what you were doing at home when we got back from the store last night	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	you do n't remember	52
theory of mind	epistemic	remember	not	do	do	I	I	Target_Child	I do not remember	52
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if I can fit this all in my car	52
theory of mind	epistemic	think	n't	ca	can	I	I	Mother	in the bowling alley I ca n't think of anything worse	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	52
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what bike it is	52
theory of mind	epistemic	know	n't	do	do	I	I	Mother	if you just say no I do n't know over and over again that 's not very much data	52
theory of mind	epistemic	know	n't	do	do	daddy	daddy	Target_Child	Breyne my daddy do n't know you	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know you better go check it out	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the boy fits	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he has a hat	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if Ryan 's going to be able to understand all of this	28
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know where the rest is	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know that one	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what one	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know that one	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I think I do n't know that one	42
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I bet you do n't know what that is	42
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Child	do n't know	42
theory of mind	epistemic	think	n't	did	do	I	I	Child	I did n't think fairies comes in the morning	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	something I do n't know	35
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	think	n't	do	do	I	I	Mother	yeah I do n't think we 've played hopscotch before	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	you do n't remember	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know what this is	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	he	he	Target_Child	he 's a I do n't know what he 's doing	35
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know what he 's doing	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I I do n't know where 's he going where	35
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know where 's he going	35
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know that	35
theory of mind	epistemic	know	not	might	might	you	you	Mother	you might not know that	35
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know about that one there	35
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	35
theory of mind	epistemic	know	not	do	do	I	I	Mother	I do not know the words how 's it go next	36
theory of mind	epistemic	know	not	does	do	you	you	Mother	oh you know another thing Ericka does not know that we 've been doing is she does not know that we went to the science museum	36
theory of mind	epistemic	know	not	does	do	you	you	Mother	oh you know another thing Ericka does not know that we 've been doing is she does not know that we went to the science museum	36
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know we can get a towels to grab him out	36
theory of mind	epistemic	know	not	does	do	she	she	Mother	she does not know another thing that you 've been doing with daddy	36
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know that	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that would be good either	27
theory of mind	epistemic	think	n't	do	do	you	you	Mother	you do n't think so	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so I think you 're very cranky	27
theory of mind	epistemic	know	n't	do	do	we	we	Mother	well we do n't know yet	27
theory of mind	epistemic	know	n't	do	do	we	we	Mother	we do n't know if it 's a boy or a girl but I think it 's a girl	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know we have n't picked they have n't picked out names yet	27
theory of mind	epistemic	know	n't	do	do	we	we	Mother	we do n't know yet	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I 'll suggest it I do n't know if they 're gon na go with that	27
theory of mind	epistemic	think	n't	have	have	we	we	Mother	we have n't thought of a name	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know when you saw last	15
theory of mind	epistemic	think	n't	do	do	I	I	Mother	and maybe some banana I do n't think that was sweet at all	15
theory of mind	epistemic	remember	n't	do	do	I	I	Mother	we met another little boy whose name I do n't remember	15
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know exactly	15
theory of mind	epistemic	know	n't	do	do	I	I	Mother	and I do n't know who else will be there	15
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	15
theory of mind	epistemic	think	n't	do	do	I	I	Mother	more toast I do n't think you ate that	15
theory of mind	epistemic	know	n't	do	do	you	you	Mother	no you do n't know where it is	15
theory of mind	epistemic	know	n't	do	do	children	child	Mother	those children might be there today but I do n't know for sure	15
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what I was thinking	15
theory of mind	epistemic	know	n't	do	do	Daddy	Daddy	Father	Daddy left the damn tape recorder on an I do n't know where it is	22
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know where you put your toothbrush	22
theory of mind	epistemic	know	n't	do	do	I	I	Father	I jus do n't know	22
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know what you 're sayin Little Bird	22
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know what that means	22
theory of mind	epistemic	know	n't	do	do	I	I	Father	but I do n't know how I wan to cut it	22
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there are any games on today	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I still do n't know what fish is in there	28
theory of mind	epistemic	know	n't	do	do	you	you	Mother	no you do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you 're doing with those shorts today	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 've ever noticed that before have you	27
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know the meaning of down Thomas	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	oh I do n't think you 've actually done anything	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know about them	24
theory of mind	epistemic	know	n't	do	do	we	we	Mother	we do n't know anyone named Erica_Bwww do you	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know let 's go see	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you need ta rake the fireguard do you	26
theory of mind	epistemic	think	n't	ca	can	I	I	Mother	and I really ca n't think what this is called	26
theory of mind	epistemic	think	n't	do	do	they	they	Mother	they 're not cutting our grass I do n't think today because Daddy and Granddad did it yesterday	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	26
theory of mind	epistemic	know	n't	do	do	you	you	Mother	be careful walking round with nothing on your feet because you do n't know what you 're going to tread on	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I mean I do n't think he 's a dog I think he might be a wolf	34
theory of mind	epistemic	think	n't	do	do	you	you	Mother	you do n't think the lion could jump	34
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the crocodile could jump	34
theory of mind	epistemic	think	n't	do	do	he	he	Mother	but I do n't think he could jump over it do you	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where 'd he go	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if we need that thing do we	34
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you 're going to think when you 're nearly fifteen then	34
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	34
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	34
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	34
